"line","text","magazine","month","year"
2,"the hollywood issue featuring tracee ellis ross debbie allen mike epps and more shining stars","Essence",3,2016
3,"our first ever we see you awards","Essence",3,2016
4,"oscar host chris rock live and unfiltered","Essence",3,2016
5,"save more of your hard earned money this year 24 expert tips","Essence",3,2016
6,"special section why school culture is failing our girls","Essence",3,2016
1,"power up","Essence",4,2016
2,"career wisdom from women whove made it","Essence",4,2016
3,"work squad goals how to assemble your dream team","Essence",4,2016
4,"lessons from reality tvs most controversial boss lady","Essence",4,2016
5,"love the skin youre in 10 beauty secrets","Essence",4,2016
6,"broadway superstar audra mcdonald how following her passion saved her life","Essence",4,2016
1,"anniversary special","Essence",5,2016
2,"exclusive anita hill speaks by melissa harris perry","Essence",5,2016
3,"terry mcmillans juicy new read","Essence",5,2016
4,"hashtag black on campus 2016","Essence",5,2016
5,"50 best colleges for us","Essence",5,2016
6,"no more money mistakes what the pros want you to know","Essence",5,2016
7,"our best in black beauty awards winners and whos got next","Essence",5,2016
8,"modern mom ciara gets real about the men in her life that ring and finally finding her bliss","Essence",5,2016
1,"in memoriam prince rogers nelson 1958 2016","Essence",6,2016
2,"the vacation issue go there see that","Essence",6,2016
3,"51 editor approved travel picks","Essence",6,2016
4,"how to plan on any budget","Essence",6,2016
5,"passport to pleasure tips for sexy adventures abroad","Essence",6,2016
6,"new book exclusive michael brown's mom tells her truth","Essence",6,2016
7,"cheers to andra day","Essence",6,2016
8,"blessed beautiful and one of the best things to happen r and b music","Essence",6,2016
9,"summer slaycation festival ready hair makeup swimsuits shades sandals and other summer essentials for you","Essence",6,2016
1,"the mens issue","Essence",7,2016
2,"starring maxwell our soul crush","Essence",7,2016
3,"24 habits of successful black women","Essence",7,2016
4,"daddy lessons reflections on fatherhood by ed gordon","Essence",7,2016
5,"special report black men and depression","Essence",7,2016
6,"shazam this cover for a maxwell exclusive","Essence",7,2016
7,"cool and collected beauty tips and treatments to lighten up and tighten up your summer look","Essence",7,2016
8,"omari hardwick michael b jordan colman domingo leon bridges aldis hodge and more classic men we love","Essence",7,2016
1,"zendaya shakes up rio","Essence",8,2016
2,"88 beauty and style finds from all over","Essence",8,2016
3,"goes global","Essence",8,2016
4,"denim special best jeans for our bodies","Essence",8,2016
5,"dating abroad readers scandalous true confessions","Essence",8,2016
6,"see the world","Essence",8,2016
7,"how were living and loving our culture from durban south africa to havana and beyond","Essence",8,2016
8,"the 2016 global music playlist","Essence",8,2016
9,"reaching for gold summer olympics preview","Essence",8,2016
1,"become your own boss","Essence",9,2016
2,"14 ways to make the big leap","Essence",9,2016
3,"ayesha curry cooks up controversy and more","Essence",9,2016
4,"is reality tv ruining your relationship","Essence",9,2016
5,"looks we love style and beauty trends ripped from the runways and inspired by the streets","Essence",9,2016
6,"oitnbs uzo aduba on being unapologetically black and beautiful","Essence",9,2016
7,"more fall screen queens ava duvernay thandie newton issa rae tika sumpter rutina wesley","Essence",9,2016
1,"special collector's issue","Essence",10,2016
2,"gorgeous at any age","Essence",10,2016
3,"27 beauty and style wins","Essence",10,2016
4,"how to be more productive at work","Essence",10,2016
5,"going through changes 12 ways to stay strong","Essence",10,2016
6,"set your dvr now tvs best picks","Essence",10,2016
7,"grace and power out 12 page salute to the first couples finest moments","Essence",10,2016
8,"the obamas the president and first lady on their legacy and life after the white house","Essence",10,2016
9,"exclusive hillary rodham clintons message to black voters","Essence",10,2016
1,"special report work success our secret burden","Essence",11,2016
2,"fifth harmonys normani kordei takes on the trolls","Essence",11,2016
3,"mothers of the movement and fight for black lives","Essence",11,2016
4,"seeking serenity how therapy can help","Essence",11,2016
5,"gabrielle on living your best life taking control and rising above the drama","Essence",11,2016
6,"exclusive why cookie johnson still believes in magic","Essence",11,2016
7,"beauty goals","Essence",11,2016
8,"91 fresh makeup nail hair and pro tips youll love","Essence",11,2016
1,"oscar buzz","Essence",12,2016
2,"viola davis on bringing fences to the big screen and the friendship august wilson built","Essence",12,2016
3,"your hashtag buy black guide","Essence",12,2016
4,"126 gifts for us and by us","Essence",12,2016
5,"hair joy party looks that pop","Essence",12,2016
6,"angels among us the new black philanthropy movement","Essence",12,2016
7,"holiday magic cozy clothing tasty recipes and decor ideas to warm everyones heart","Essence",12,2016
8,"what a year 53 moments that shocked and rocked us in 2016","Essence",12,2016
1,"the black womans guide to self care","Essence",1,2017
2,"new years special eat your way to prosperity","Essence",1,2017
3,"how to have a spiritual awakening","Essence",1,2017
4,"fresh start","Essence",1,2017
5,"46 ideas to renew restore and reinvent yourself this year","Essence",1,2017
6,"vanessa and jillian mom and daughter dish on loving ourselves at every age","Essence",1,2017
7,"your 2017 hair forecast curls cuts and color","Essence",1,2017
1,"our ultimate guide to flawless skin","Essence",2,2017
2,"14 ways to fall back in love with your job","Essence",2,2017
3,"a brief history of hashtag black love","Essence",2,2017
4,"change the world","Essence",2,2017
5,"28 bold thinkers and unsung heroes to inspire you right now","Essence",2,2017
6,"exclusive sybrina fulton trayvons life and legacy","Essence",2,2017
7,"taraji octavia and janelle on celebrating our sheroes and keeping our history alive","Essence",2,2017
1,"beauty and style runway report","Essence",3,2017
2,"85 ways to slay this season","Essence",3,2017
3,"our expert guide on how to hashtag bank black","Essence",3,2017
4,"readers confess why i decided to be celibate","Essence",3,2017
5,"director activist oscar nominee","Essence",3,2017
6,"ava duvernay on the power of storytelling","Essence",3,2017
7,"we celebrate 10 years of the black women in hollywood issue","Essence",3,2017
8,"viola davis naomie harris taraji p henson aja naomi king janelle monae issa rae shonda rhimes yara shahidi octavia spencer and more","Essence",3,2017
1,"boss up your 2017 career bible","Essence",4,2017
2,"find a mentor launch a business learn from a master of the power game","Essence",4,2017
3,"oprah and renee on honoring henrietta lacks the woman history tried to erase","Essence",4,2017
4,"self care special 43 ahh worthy escapes","Essence",4,2017
5,"the year of the black woman mayor","Essence",4,2017
6,"why its not politics as usual","Essence",4,2017
1,"special collectors issue","Essence",5,2017
2,"100 woke women how we rise up speak out and push the movement forward","Essence",5,2017
1,"get beach ready","Essence",6,2017
2,"113 swimsuits sandals beauty treats protective styles and more","Essence",6,2017
3,"secrets to living single and loving it","Essence",6,2017
4,"how forgiveness frees us","Essence",6,2017
5,"fathers day confessions real dads talk","Essence",6,2017
6,"single parenthood repairing relationships raising strong kids","Essence",6,2017
7,"new column alert style your guy","Essence",6,2017
8,"the mens issue","Essence",6,2017
9,"kevin hart on hustling hard and staying true to who you are","Essence",6,2017
1,"the vacation issue","Essence",7,2017
2,"our 2017 getaway hot beaches cool travel ideas top sunscreens for our skin","Essence",7,2017
3,"the cast of girls trip take us on a wild ride","Essence",7,2017
4,"regina hall jada pinkett smith queen latifah and tiffany haddish","Essence",7,2017
5,"21 ways to embrace your sexy","Essence",7,2017
6,"so cheeky best blushes for every shade","Essence",7,2017
1,"go global","Essence",8,2017
2,"idris elba wants you to relax with him thailand style","Essence",8,2017
3,"59 wow worthy braids beauty finds and designers doing it for the culture","Essence",8,2017
4,"our annual ode to denim","Essence",8,2017
5,"life interrupted immigrants speak out on the travel ban","Essence",8,2017
6,"how to save for your ultimate dream life","Essence",8,2017
1,"style and beauty trend report","Essence",9,2017
2,"151 editors picks for you","Essence",9,2017
3,"your sexual health latest finds for peak wellness","Essence",9,2017
4,"civil rights in the trump age whats at stake now","Essence",9,2017
5,"niecy nash our favorite bff sinks her claws into her juiciest role yet","Essence",9,2017
6,"she said that! the funniest voices in late night tv","Essence",9,2017
1,"aretha franklin ode to a living legend","Essence",10,2017
2,"shining 146 megawatt style beauty and spritz updates","Essence",10,2017
3,"2017 salon directory hot spots for every hair trend and texture","Essence",10,2017
4,"kandi burruss on standing in her truth and having what matters","Essence",10,2017
5,"how to travel like a boss","Essence",10,2017
6,"special report the childbirth crisis no ones talking about","Essence",10,2017
1,"build you own dream business","Essence",11,2017
2,"61 small biz owners to watch","Essence",11,2017
3,"10 ways to find funding","Essence",11,2017
4,"5 lessons from a serial entrepreneur","Essence",11,2017
5,"power and politics why more of us are running for office","Essence",11,2017
6,"unlock your health genealogy","Essence",11,2017
7,"mary j blige on why she still believes in love","Essence",11,2017
8,"glow up 87 luxe details sleek nails and power prints that slay all day","Essence",11,2017
1,"year in review everyone who gave us life in 2017","Essence",12,2017
2,"starring maxine waters","Essence",12,2017
3,"its lit 32 party looks that shine","Essence",12,2017
4,"our ultimate hashtag buy black gift ideas","Essence",12,2017
5,"your debt proof holiday spending plan","Essence",12,2017
6,"kofi siriboe kamala harris jemele hill issa rae sloane stephens sza and more","Essence",12,2017
1,"year in review everyone who gave us life in 2017","Essence",1,2018
2,"starring kofi siriboe","Essence",1,2018
3,"its lit 32 party looks that shine","Essence",1,2018
4,"our ultimate hashtag buy black gift ideas","Essence",1,2018
5,"your debt proof holiday spending plan","Essence",1,2018
6,"maxine waters kamala harris jemele hill issa rae sloane stephens sza and more","Essence",1,2018
1,"14 radical style moves","Essence",2,2018
2,"ava oprah and storm make hashtag black girl magic in a wrinkle in time","Essence",2,2018
3,"exclusive jemele hill speaks out her year under fire","Essence",2,2018
4,"book bonus","Essence",2,2018
5,"when they call you a terrorist a black lives matter memoir by patrisse khan-cullors","Essence",2,2018
6,"history in the making celebrating our culture from alvin ailey to stem's brightest stars","Essence",2,2018
7,"winter beauty hacks dark spot solutions dry hair tips and more","Essence",2,2018
1,"long live black panther chadwick boseman and the cast take us to another world","Essence",3,2018
2,"what to wear now 40 spring trends","Essence",3,2018
3,"black women in hollywood","Essence",3,2018
4,"meet 2018s honorees and 21 more to watch","Essence",3,2018
1,"yara shahidi on being young gifted and grownish","Essence",4,2018
2,"hashtag taking the lead stacey abrams her historic run for governor","Essence",4,2018
3,"the visionary behind the obama presidential center","Essence",4,2018
4,"doing business with family and friends pros and cons","Essence",4,2018
5,"finding balance from within","Essence",4,2018
6,"spring beauty bliss","Essence",4,2018
7,"wow brows bold lashes heat protection for your hair","Essence",4,2018
1,"woke 100 special","Essence",5,2018
2,"kerry washington on scandals end new beginnings and why representation matters","Essence",5,2018
3,"best in black beauty awards 2018","Essence",5,2018
4,"76 ways to slay","Essence",5,2018
5,"get summer ready","Essence",5,2018
6,"bold colors hot whites head wraps with a twist","Essence",5,2018
7,"join our self care challenge","Essence",5,2018
8,"99 more women of color standing for us","Essence",5,2018
1,"the men's issue","Essence",6,2018
2,"easy breezy summer style 55 sandals shorts swimwear and more","Essence",6,2018
3,"dare to go there solo trips to add to your bucket list","Essence",6,2018
